Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profitneg
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,14.94,3,0.0,7.0218,0.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,14.56,2,0.0,6.2608,0.0
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.576,4,0.7,-2.8608,-2.8608
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,147.184,2,0.2,-29.4368,-29.4368
First Class,Home Office,United States,Lehi,Utah,84043,West,Technology,Copiers,1499.95,5,0.0,449.985,0.0
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,13.568,4,0.2,3.2224,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,2573.82,9,0.0,746.4078,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,609.98,2,0.0,274.491,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Art,5.48,2,0.0,1.4796,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,391.98,2,0.0,113.6742,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Technology,Phones,755.96,4,0.0,204.1092,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Fasteners,31.12,4,0.0,0.3112,0.0
Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Office Supplies,Paper,6.54,1,0.0,3.0084,0.0
Second Class,Home Office,United States,Huntington Beach,California,92646,West,Office Supplies,Envelopes,12.78,1,0.0,5.751,0.0
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,18.464000000000002,4,0.2,6.9239999999999995,0.0
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,445.80199999999996,7,0.3,-108.2662,-108.2662
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Art,2.48,1,0.0,0.868,0.0
Standard Class,Home Office,United States,Fargo,North Dakota,58103,Central,Office Supplies,Binders,25.9,5,0.0,12.690999999999999,0.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Office Supplies,Paper,29.9,5,0.0,14.651,0.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Technology,Accessories,2249.91,9,0.0,517.4793,0.0
Second Class,Home Office,United States,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,-105.3164
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,12.96,2,0.0,6.2208,0.0
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,106.68,6,0.0,33.0708,0.0
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,119.94,6,0.0,5.997000000000001,0.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,0.0
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,512.19,5,0.3,-65.85300000000001,-65.85300000000001
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,1.556,2,0.8,-4.2012,-4.2012
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Binders,4.448,2,0.2,1.4456,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,276.69,3,0.0,49.8042,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Fasteners,4.96,4,0.0,2.3312,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Office Supplies,Art,71.92,4,0.0,20.8568,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Furniture,Furnishings,18.84,3,0.0,7.9128,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Accessories,140.97,3,0.0,19.7358,0.0
Standard Class,Consumer,United States,Westminster,California,92683,West,Technology,Phones,470.376,3,0.2,52.9173,0.0
Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,6.08,2,0.0,2.0672,0.0
Same Day,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,164.792,1,0.2,18.5391,0.0
Second Class,Corporate,United States,Atlantic City,New Jersey,8401,East,Office Supplies,Envelopes,23.36,2,0.0,11.68,0.0
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,12.175999999999998,4,0.8,-18.8728,-18.8728
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,46.38399999999999,2,0.2,5.2182,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,362.92,2,0.0,105.2468,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,9.248,2,0.2,3.3524,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,1889.9460000000001,9,0.4,-377.9892,-377.9892
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,62.04,5,0.2,4.6530000000000005,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,396.92,5,0.2,148.845,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Storage,239.456,7,0.2,17.9592,0.0
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,13.12,5,0.2,2.1319999999999997,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,29.36,2,0.0,13.5056,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Appliances,214.9,5,0.0,62.321000000000005,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,15.92,4,0.0,7.4824,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Accessories,146.45,5,0.0,48.3285,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,15.14,1,0.0,0.6056,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,5.76,2,0.0,2.6496,0.0
Second Class,Consumer,United States,Richmond,Kentucky,40475,South,Technology,Copiers,1399.98,2,0.0,629.991,0.0
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.952,2,0.7,-7.46,-7.46
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,8.856,6,0.7,-6.4944,-6.4944
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Furniture,Chairs,85.24600000000001,2,0.3,-1.2178,-1.2178
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Office Supplies,Envelopes,21.728,7,0.2,7.6048,0.0
Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,1487.04,5,0.2,148.704,0.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,71.88,6,0.0,33.0648,0.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,9.24,3,0.0,2.9568,0.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6,0.0,16.146,0.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,17.04,3,0.2,5.537999999999999,0.0
Same Day,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,931.176,3,0.2,314.2719,0.0
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Furnishings,266.35200000000003,3,0.2,-13.3176,-13.3176
First Class,Consumer,United States,Longmont,Colorado,80501,West,Furniture,Chairs,483.13599999999997,4,0.2,54.3528,0.0
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Chairs,196.78400000000002,2,0.2,-22.1382,-22.1382
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Furniture,Bookcases,231.92,5,0.2,5.797999999999999,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,29.7,3,0.0,8.019,0.0
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,13.592,2,0.6,-14.2716,-14.2716
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,70.88,2,0.0,33.3136,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,114.288,1,0.2,12.8574,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,36.624,8,0.7,-24.416,-24.416
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Bookcases,242.352,8,0.7,-363.528,-363.528
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,49.61600000000001,2,0.2,4.9616,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,508.704,6,0.2,0.0,0.0
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Technology,Phones,57.36,6,0.2,-14.34,-14.34
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,906.68,5,0.2,68.001,0.0
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,719.952,6,0.2,71.9952,0.0
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,755.944,7,0.2,66.1451,0.0
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,11.98,5,0.8,-19.168,-19.168
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,0.898,1,0.8,-1.5715,-1.5715
First Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,21.204,3,0.6,-11.6622,-11.6622
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,34.74,3,0.0,17.37,0.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,833.94,6,0.0,216.8244,0.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,12.96,3,0.2,4.5360000000000005,0.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,25.92,4,0.0,12.4416,0.0
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Bookcases,349.965,7,0.5,-216.9783,-216.9783
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,22.32,5,0.2,5.301,0.0
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,158.28,6,0.0,72.8088,0.0
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,497.94,3,0.0,224.07299999999998,0.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Appliances,533.94,3,0.0,154.8426,0.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Paper,167.94,3,0.0,82.2906,0.0
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6,0.0,9.8208,0.0
First Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Chairs,170.78599999999997,1,0.3,0.0,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Bookcases,198.74400000000003,4,0.3,0.0,0.0
First Class,Home Office,United States,Denver,Colorado,80219,West,Technology,Accessories,63.824,2,0.2,13.5626,0.0
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,435.168,4,0.2,-59.8356,-59.8356
Second Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,48.58,1,0.0,7.7728,0.0
First Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,47.976000000000006,3,0.2,8.3958,0.0
First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,0.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,26.46,9,0.0,11.907,0.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,49.12,4,0.0,23.0864,0.0
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,15.0,3,0.0,7.2,0.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,194.7,5,0.0,9.735,0.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,591.32,4,0.0,112.3508,0.0
Standard Class,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0.0,0.8804,0.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,221.96,2,0.0,4.4392,0.0
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,236.0,4,0.0,40.12,0.0
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,41.94,2,0.0,15.0984,0.0
Second Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Phones,52.792,1,0.2,4.6193,0.0
First Class,Home Office,United States,Omaha,Nebraska,68104,Central,Furniture,Chairs,563.94,3,0.0,112.788,0.0
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Appliances,2625.12,8,0.0,735.0336,0.0
Second Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Art,17.94,3,0.0,4.485,0.0
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,422.856,3,0.2,15.8571,0.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,127.764,2,0.1,2.8392,0.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,3499.93,7,0.0,909.9818,0.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,14.4,5,0.0,6.624,0.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,122.97,3,0.0,60.2553,0.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,9.32,4,0.0,2.7028,0.0
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,122.94,3,0.0,59.0112,0.0
Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,17.31,3,0.0,5.193,0.0
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,128.744,7,0.2,12.8744,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,58.248000000000005,9,0.2,11.6496,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,71.24600000000001,2,0.3,-19.3382,-19.3382
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,7.872000000000001,3,0.2,0.5904,0.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,887.2710000000001,3,0.3,-63.3765,-63.3765
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,146.86,7,0.0,70.4928,0.0
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,36.56,4,0.0,18.28,0.0
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,225.576,3,0.2,22.5576,0.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,5.247999999999999,2,0.2,0.4592,0.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,38.256,3,0.2,4.782,0.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,40.24,5,0.2,13.078,0.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,29.925,5,0.7,-21.945,-21.945
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,148.704,6,0.2,46.47,0.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,55.92,10,0.2,16.776,0.0
Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,12.96,2,0.0,6.2208,0.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,25.176,3,0.6,-33.3582,-33.3582
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,5.584,2,0.6,-1.6752,-1.6752
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,1297.368,9,0.2,97.3026,0.0
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,264.32,2,0.2,19.824,0.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,22.96,7,0.0,6.6584,0.0
